Processed At,Invoice Date,Invoice Month,Invoice Number,Document Type,Seller Name,Seller Tax ID,Expense Category,Item #,Line Type,Description,Quantity,Unit Price,Amount,Subtotal,VAT 7%,Grand Total,Image URL,Confidence,Token Used,UID,User
2025-03-13 11:37:57,2025-03-13,202503,INV-2503-0291,Tax Invoice,ทรูมูฟ,0105539026543,Utilities,1,product,ค่าอินเทอร์เน็ต,2,259,518,518,36.26,554.26,https://drive.google.com/file/d/sample291,0.89,958,U1234567890,Bobby
2025-03-11 19:36:37,2025-03-11,202503,INV-2503-0292,Receipt,แอร์เอเชีย,0105546115112,Travel,1,product,ค่าทางด่วน,2,325,650,650,45.5,695.5,https://drive.google.com/file/d/sample292,0.90,976,U9876543210,Alice
2025-03-24 08:21:34,2025-03-24,202503,INV-2503-0293,Tax Invoice,KFC,0105536078901,Food,1,product,เบอร์เกอร์,3,275,825,825,57.75,882.75,https://drive.google.com/file/d/sample293,0.95,335,U5555555555,Charlie
2025-03-19 09:34:05,2025-03-19,202503,INV-2503-0294,Receipt,KFC,0105536078901,Food,1,product,ข้าวหน้าเนื้อ,1,201,201,201,14.07,215.07,https://drive.google.com/file/d/sample294,0.96,408,U1234567890,Bobby
2025-03-02 13:42:44,2025-03-02,202503,INV-2503-0295,Receipt,การไฟฟ้านครหลวง,0994000165456,Utilities,1,product,ค่าน้ำ,2,427,854,854,59.78,913.78,https://drive.google.com/file/d/sample295,0.99,615,U1234567890,Bobby
2025-03-25 10:42:42,2025-03-25,202503,INV-2503-0296,Tax Invoice,สตาร์บัคส์,0105542098765,Food,1,product,กาแฟสด,4,513,2052,2052,143.64,2195.64,https://drive.google.com/file/d/sample296,0.92,605,U9876543210,Alice
2025-03-02 09:50:34,2025-03-02,202503,INV-2503-0297,Receipt,บางจาก,0105528012345,Travel,1,product,ตั๋วเครื่องบิน,5,467,2335,2335,163.45,2498.45,https://drive.google.com/file/d/sample297,0.93,299,U1234567890,Bobby
2025-03-11 15:00:12,2025-03-11,202503,INV-2503-0298,Receipt,ลาซาด้า,0105556089012,Office,1,product,หมึกพิมพ์,4,61,244,244,17.08,261.08,https://drive.google.com/file/d/sample298,0.85,961,U9876543210,Alice
2025-03-19 19:27:31,2025-03-19,202503,INV-2503-0299,Tax Invoice,แอร์เอเชีย,0105546115112,Travel,1,product,น้ำมันดีเซล,3,48,144,144,10.08,154.08,https://drive.google.com/file/d/sample299,0.92,865,U5555555555,Charlie
2025-03-28 15:02:51,2025-03-28,202503,INV-2503-0300,Receipt,โลตัส,0105535021234,Office,1,product,หมึกพิมพ์,2,141,282,282,19.74,301.74,https://drive.google.com/file/d/sample300,0.92,639,U5555555555,Charlie
2025-04-14 13:30:34,2025-04-14,202504,INV-2504-0301,Receipt,สตาร์บัคส์,0105542098765,Food,1,product,ไก่ทอด,3,453,1359,1359,95.13,1454.13,https://drive.google.com/file/d/sample301,0.96,951,U5555555555,Charlie
2025-04-21 12:19:52,2025-04-21,202504,INV-2504-0302,Tax Invoice,AIS,0105534123789,Utilities,1,product,ค่าอินเทอร์เน็ต,1,386,386,386,27.02,413.02,https://drive.google.com/file/d/sample302,0.92,825,U1234567890,Bobby
2025-04-22 13:00:28,2025-04-22,202504,INV-2504-0303,Receipt,แกร็บฟู้ด,0105558123456,Food,1,product,สเต็ก,4,476,1904,1904,133.28,2037.28,https://drive.google.com/file/d/sample303,0.96,635,U5555555555,Charlie
2025-04-07 15:58:02,2025-04-07,202504,INV-2504-0304,Receipt,เฟสบุ๊ค,0105554023456,Marketing,1,product,Facebook Ads,2,68,136,136,9.52,145.52,https://drive.google.com/file/d/sample304,0.96,884,U9876543210,Alice
2025-04-08 15:12:05,2025-04-08,202504,INV-2504-0305,Tax Invoice,เชลล์,0105533012345,Travel,1,product,ตั๋วเครื่องบิน,3,115,345,345,24.15,369.15,https://drive.google.com/file/d/sample305,0.92,869,U1234567890,Bobby
2025-04-12 13:30:02,2025-04-12,202504,INV-2504-0306,Receipt,โฮมโปร,0105540098765,Office,1,product,กระดาษ A4,3,139,417,417,29.19,446.19,https://drive.google.com/file/d/sample306,0.91,975,U5555555555,Charlie
2025-04-02 09:59:27,2025-04-02,202504,INV-2504-0307,Receipt,เชลล์,0105533012345,Travel,1,product,น้ำมันเบนซิน,2,94,188,188,13.16,201.16,https://drive.google.com/file/d/sample307,0.96,641,U5555555555,Charlie
2025-04-27 11:31:23,2025-04-27,202504,INV-2504-0308,Receipt,สตาร์บัคส์,0105542098765,Food,1,product,เบอร์เกอร์,2,224,448,448,31.36,479.36,https://drive.google.com/file/d/sample308,0.90,847,U1234567890,Bobby
2025-04-23 17:05:33,2025-04-23,202504,INV-2504-0309,Tax Invoice,แอร์เอเชีย,0105546115112,Travel,1,product,น้ำมันเบนซิน,3,243,729,729,51.03,780.03,https://drive.google.com/file/d/sample309,0.94,283,U9876543210,Alice
2025-04-16 15:03:07,2025-04-16,202504,INV-2504-0310,Receipt,KFC,0105536078901,Food,1,product,เบอร์เกอร์,2,506,1012,1012,70.84,1082.84,https://drive.google.com/file/d/sample310,0.87,248,U5555555555,Charlie
2025-04-28 10:12:31,2025-04-28,202504,INV-2504-0311,Tax Invoice,AIS,0105534123789,Utilities,1,product,ค่าน้ำ,3,317,951,951,66.57,1017.57,https://drive.google.com/file/d/sample311,0.91,656,U9876543210,Alice
2025-04-15 14:43:46,2025-04-15,202504,INV-2504-0312,Tax Invoice,การไฟฟ้านครหลวง,0994000165456,Utilities,1,product,ค่าอินเทอร์เน็ต,1,516,516,516,36.12,552.12,https://drive.google.com/file/d/sample312,0.96,707,U1234567890,Bobby
2025-04-18 19:51:19,2025-04-18,202504,INV-2504-0313,Receipt,ทรูมูฟ,0105539026543,Utilities,1,product,ค่าไฟฟ้า,3,256,768,768,53.76,821.76,https://drive.google.com/file/d/sample313,0.94,938,U9876543210,Alice
2025-04-12 11:18:02,2025-04-12,202504,INV-2504-0314,Receipt,ไมโครซอฟท์,0105548012345,Office,1,product,คีย์บอร์ด,1,104,104,104,7.28,111.28,https://drive.google.com/file/d/sample314,0.89,812,U1234567890,Bobby
2025-04-27 18:28:17,2025-04-27,202504,INV-2504-0315,Receipt,เชลล์,0105533012345,Travel,1,product,น้ำมันดีเซล,1,379,379,379,26.53,405.53,https://drive.google.com/file/d/sample315,0.90,943,U9876543210,Alice
2025-04-30 10:35:35,2025-04-30,202504,INV-2504-0316,Tax Invoice,แกร็บฟู้ด,0105558123456,Food,1,product,สเต็ก,4,507,2028,2028,141.96,2169.96,https://drive.google.com/file/d/sample316,0.87,614,U5555555555,Charlie
2025-04-04 18:05:10,2025-04-04,202504,INV-2504-0317,Receipt,7-Eleven สาขาสีลม,0105556170046,Food,1,product,เบอร์เกอร์,1,102,102,102,7.14,109.14,https://drive.google.com/file/d/sample317,0.92,566,U5555555555,Charlie
2025-04-06 11:57:03,2025-04-06,202504,INV-2504-0318,Receipt,กูเกิ้ล,0105552012345,Marketing,1,product,โปสเตอร์,4,315,1260,1260,88.2,1348.2,https://drive.google.com/file/d/sample318,0.93,902,U5555555555,Charlie
2025-04-06 12:29:54,2025-04-06,202504,INV-2504-0319,Tax Invoice,KFC,0105536078901,Food,1,product,สเต็ก,2,278,556,556,38.92,594.92,https://drive.google.com/file/d/sample319,0.90,800,U1234567890,Bobby
2025-04-24 19:33:36,2025-04-24,202504,INV-2504-0320,Tax Invoice,เฟสบุ๊ค,0105554023456,Marketing,1,product,Facebook Ads,1,212,212,212,14.84,226.84,https://drive.google.com/file/d/sample320,0.97,201,U5555555555,Charlie
2025-04-15 13:26:37,2025-04-15,202504,INV-2504-0321,Tax Invoice,โฮมโปร,0105540098765,Office,1,product,เมาส์,5,402,2010,2010,140.7,2150.7,https://drive.google.com/file/d/sample321,0.95,925,U9876543210,Alice
2025-04-03 18:24:06,2025-04-03,202504,INV-2504-0322,Receipt,แอร์เอเชีย,0105546115112,Travel,1,product,ตั๋วเครื่องบิน,2,252,504,504,35.28,539.28,https://drive.google.com/file/d/sample322,0.87,512,U1234567890,Bobby
2025-04-21 15:41:31,2025-04-21,202504,INV-2504-0323,Tax Invoice,เฟสบุ๊ค,0105554023456,Marketing,1,product,โปสเตอร์,1,431,431,431,30.17,461.17,https://drive.google.com/file/d/sample323,0.87,618,U9876543210,Alice
2025-04-21 14:29:35,2025-04-21,202504,INV-2504-0324,Receipt,บิ๊กซี,0105538054321,Food,1,product,กาแฟสด,5,290,1450,1450,101.5,1551.5,https://drive.google.com/file/d/sample324,0.86,414,U9876543210,Alice
2025-04-06 15:42:08,2025-04-06,202504,INV-2504-0325,Tax Invoice,การไฟฟ้านครหลวง,0994000165456,Utilities,1,product,ค่าอินเทอร์เน็ต,4,410,1640,1640,114.8,1754.8,https://drive.google.com/file/d/sample325,0.85,601,U9876543210,Alice
2025-04-01 11:43:20,2025-04-01,202504,INV-2504-0326,Receipt,MK สุกี้,0105532045678,Food,1,product,กาแฟสด,1,28,28,28,1.96,29.96,https://drive.google.com/file/d/sample326,0.98,708,U5555555555,Charlie
2025-04-01 18:14:30,2025-04-01,202504,INV-2504-0327,Receipt,โลตัส,0105535021234,Office,1,product,กระดาษ A4,2,97,194,194,13.58,207.58,https://drive.google.com/file/d/sample327,0.86,985,U5555555555,Charlie
2025-04-02 09:19:47,2025-04-02,202504,INV-2504-0328,Tax Invoice,ปั๊ม ปตท.,0105530020022,Travel,1,product,ค่าแท็กซี่,4,110,440,440,30.8,470.8,https://drive.google.com/file/d/sample328,0.97,200,U9876543210,Alice
2025-04-15 13:29:49,2025-04-15,202504,INV-2504-0329,Tax Invoice,บางจาก,0105528012345,Travel,1,product,น้ำมันดีเซล,3,457,1371,1371,95.97,1466.97,https://drive.google.com/file/d/sample329,0.96,557,U5555555555,Charlie
2025-04-18 13:55:05,2025-04-18,202504,INV-2504-0330,Tax Invoice,อิเกีย,0105548023456,Office,1,product,เมาส์,4,336,1344,1344,94.08,1438.08,https://drive.google.com/file/d/sample330,0.93,208,U9876543210,Alice
2025-04-26 16:54:22,2025-04-26,202504,INV-2504-0331,Receipt,โฮมโปร,0105540098765,Office,1,product,เมาส์,2,313,626,626,43.82,669.82,https://drive.google.com/file/d/sample331,0.96,451,U1234567890,Bobby
2025-04-05 11:48:23,2025-04-05,202504,INV-2504-0332,Tax Invoice,ทรูมูฟ,0105539026543,Utilities,1,product,ค่าไฟฟ้า,2,134,268,268,18.76,286.76,https://drive.google.com/file/d/sample332,0.96,590,U1234567890,Bobby
2025-04-28 09:59:16,2025-04-28,202504,INV-2504-0333,Receipt,อิเกีย,0105548023456,Office,1,product,เก้าอี้สำนักงาน,2,336,672,672,47.04,719.04,https://drive.google.com/file/d/sample333,0.93,780,U9876543210,Alice
2025-04-02 19:29:40,2025-04-02,202504,INV-2504-0334,Tax Invoice,DTAC,0105536034567,Utilities,1,product,ค่าอินเทอร์เน็ต,1,250,250,250,17.5,267.5,https://drive.google.com/file/d/sample334,0.94,771,U5555555555,Charlie
2025-04-05 18:40:28,2025-04-05,202504,INV-2504-0335,Receipt,MK สุกี้,0105532045678,Food,1,product,ซูชิ,2,458,916,916,64.12,980.12,https://drive.google.com/file/d/sample335,0.93,545,U5555555555,Charlie
2025-04-07 17:21:09,2025-04-07,202504,INV-2504-0336,Tax Invoice,โลตัส,0105535021234,Office,1,product,หมึกพิมพ์,1,441,441,441,30.87,471.87,https://drive.google.com/file/d/sample336,0.99,362,U1234567890,Bobby
2025-04-10 16:38:42,2025-04-10,202504,INV-2504-0337,Receipt,เชลล์,0105533012345,Travel,1,product,ค่าแท็กซี่,4,398,1592,1592,111.44,1703.44,https://drive.google.com/file/d/sample337,0.94,769,U5555555555,Charlie
2025-04-09 18:12:38,2025-04-09,202504,INV-2504-0338,Tax Invoice,บิ๊กซี,0105538054321,Food,1,product,พิซซ่า,2,123,246,246,17.22,263.22,https://drive.google.com/file/d/sample338,0.98,361,U9876543210,Alice
2025-04-16 17:46:24,2025-04-16,202504,INV-2504-0339,Tax Invoice,บิ๊กซี,0105538054321,Food,1,product,ขนมปัง,5,162,810,810,56.7,866.7,https://drive.google.com/file/d/sample339,0.94,637,U5555555555,Charlie
2025-04-14 19:02:39,2025-04-14,202504,INV-2504-0340,Tax Invoice,เฟสบุ๊ค,0105554023456,Marketing,1,product,Google Ads,1,145,145,145,10.15,155.15,https://drive.google.com/file/d/sample340,0.86,832,U1234567890,Bobby
2025-04-17 09:15:51,2025-04-17,202504,INV-2504-0341,Tax Invoice,ปั๊ม ปตท.,0105530020022,Travel,1,product,ตั๋วเครื่องบิน,3,93,279,279,19.53,298.53,https://drive.google.com/file/d/sample341,0.97,729,U9876543210,Alice
2025-04-14 09:32:36,2025-04-14,202504,INV-2504-0342,Receipt,อิเกีย,0105548023456,Office,1,product,เก้าอี้สำนักงาน,4,115,460,460,32.2,492.2,https://drive.google.com/file/d/sample342,0.98,333,U5555555555,Charlie
2025-04-20 14:05:43,2025-04-20,202504,INV-2504-0343,Tax Invoice,7-Eleven สาขาสีลม,0105556170046,Food,1,product,สเต็ก,2,122,244,244,17.08,261.08,https://drive.google.com/file/d/sample343,0.93,818,U1234567890,Bobby
2025-04-28 18:39:15,2025-04-28,202504,INV-2504-0344,Tax Invoice,สตาร์บัคส์,0105542098765,Food,1,product,ไก่ทอด,4,451,1804,1804,126.28,1930.28,https://drive.google.com/file/d/sample344,0.91,893,U9876543210,Alice
2025-04-18 09:59:52,2025-04-18,202504,INV-2504-0345,Receipt,KFC,0105536078901,Food,1,product,ข้าวกระเพราไก่,3,364,1092,1092,76.44,1168.44,https://drive.google.com/file/d/sample345,0.94,645,U1234567890,Bobby
2025-04-20 11:36:19,2025-04-20,202504,INV-2504-0346,Tax Invoice,แมคโดนัลด์,0105537045678,Food,1,product,ก๋วยเตี๋ยว,5,387,1935,1935,135.45,2070.45,https://drive.google.com/file/d/sample346,0.87,921,U9876543210,Alice
2025-04-12 09:28:43,2025-04-12,202504,INV-2504-0347,Receipt,เน็ตฟลิกซ์,0105557078901,Other,1,product,สมาชิกรายเดือน,3,99,297,297,20.79,317.79,https://drive.google.com/file/d/sample347,0.87,479,U5555555555,Charlie
2025-04-16 10:37:41,2025-04-16,202504,INV-2504-0348,Receipt,ทรูมูฟ,0105539026543,Utilities,1,product,ค่าไฟฟ้า,2,401,802,802,56.14,858.14,https://drive.google.com/file/d/sample348,0.90,425,U1234567890,Bobby
2025-04-25 08:26:05,2025-04-25,202504,INV-2504-0349,Receipt,โฮมโปร,0105540098765,Office,1,product,คีย์บอร์ด,2,164,328,328,22.96,350.96,https://drive.google.com/file/d/sample349,0.92,335,U5555555555,Charlie
2025-04-08 08:06:12,2025-04-08,202504,INV-2504-0350,Receipt,บางจาก,0105528012345,Travel,1,product,น้ำมันดีเซล,5,480,2400,2400,168,2568,https://drive.google.com/file/d/sample350,0.86,801,U9876543210,Alice
2025-04-02 15:35:29,2025-04-02,202504,INV-2504-0351,Receipt,ช้อปปี้,0105559034567,Office,1,product,คีย์บอร์ด,3,161,483,483,33.81,516.81,https://drive.google.com/file/d/sample351,0.93,356,U9876543210,Alice
2025-04-07 19:08:28,2025-04-07,202504,INV-2504-0352,Tax Invoice,MK สุกี้,0105532045678,Food,1,product,ข้าวหน้าเนื้อ,3,284,852,852,59.64,911.64,https://drive.google.com/file/d/sample352,0.98,435,U5555555555,Charlie
2025-04-01 12:25:03,2025-04-01,202504,INV-2504-0353,Receipt,อิเกีย,0105548023456,Office,1,product,เก้าอี้สำนักงาน,3,257,771,771,53.97,824.97,https://drive.google.com/file/d/sample353,0.99,834,U5555555555,Charlie
2025-04-12 19:01:36,2025-04-12,202504,INV-2504-0354,Receipt,การไฟฟ้านครหลวง,0994000165456,Utilities,1,product,ค่าน้ำ,5,313,1565,1565,109.55,1674.55,https://drive.google.com/file/d/sample354,0.90,462,U9876543210,Alice
2025-04-27 16:01:59,2025-04-27,202504,INV-2504-0355,Receipt,แมคโดนัลด์,0105537045678,Food,1,product,ซูชิ,3,202,606,606,42.42,648.42,https://drive.google.com/file/d/sample355,0.88,754,U5555555555,Charlie
2025-04-14 14:46:12,2025-04-14,202504,INV-2504-0356,Tax Invoice,ปั๊ม ปตท.,0105530020022,Travel,1,product,ตั๋วเครื่องบิน,3,164,492,492,34.44,526.44,https://drive.google.com/file/d/sample356,0.98,974,U9876543210,Alice
2025-04-05 14:48:02,2025-04-05,202504,INV-2504-0357,Tax Invoice,KFC,0105536078901,Food,1,product,ซูชิ,2,347,694,694,48.58,742.58,https://drive.google.com/file/d/sample357,0.96,220,U1234567890,Bobby
2025-04-10 12:10:19,2025-04-10,202504,INV-2504-0358,Receipt,บางจาก,0105528012345,Travel,1,product,ค่าทางด่วน,4,408,1632,1632,114.24,1746.24,https://drive.google.com/file/d/sample358,0.92,987,U5555555555,Charlie
2025-04-24 19:08:31,2025-04-24,202504,INV-2504-0359,Tax Invoice,ลาซาด้า,0105556089012,Office,1,product,กระดาษ A4,2,282,564,564,39.48,603.48,https://drive.google.com/file/d/sample359,0.94,682,U1234567890,Bobby
2025-04-09 13:44:43,2025-04-09,202504,INV-2504-0360,Receipt,ทรูมูฟ,0105539026543,Utilities,1,product,ค่าไฟฟ้า,2,195,390,390,27.3,417.3,https://drive.google.com/file/d/sample360,0.86,836,U5555555555,Charlie
2025-04-25 17:53:46,2025-04-25,202504,INV-2504-0361,Tax Invoice,ไมโครซอฟท์,0105548012345,Office,1,product,เมาส์,4,97,388,388,27.16,415.16,https://drive.google.com/file/d/sample361,0.94,898,U1234567890,Bobby
2025-04-25 11:22:20,2025-04-25,202504,INV-2504-0362,Receipt,โลตัส,0105535021234,Office,1,product,เมาส์,1,27,27,27,1.89,28.89,https://drive.google.com/file/d/sample362,0.90,584,U9876543210,Alice
2025-04-25 13:10:13,2025-04-25,202504,INV-2504-0363,Tax Invoice,7-Eleven สาขาสีลม,0105556170046,Food,1,product,สเต็ก,3,237,711,711,49.77,760.77,https://drive.google.com/file/d/sample363,0.85,802,U9876543210,Alice
2025-04-21 18:12:32,2025-04-21,202504,INV-2504-0364,Receipt,ทรูมูฟ,0105539026543,Utilities,1,product,ค่าอินเทอร์เน็ต,1,188,188,188,13.16,201.16,https://drive.google.com/file/d/sample364,0.90,748,U5555555555,Charlie
2025-04-22 15:06:29,2025-04-22,202504,INV-2504-0365,Tax Invoice,บางจาก,0105528012345,Travel,1,product,น้ำมันดีเซล,3,343,1029,1029,72.03,1101.03,https://drive.google.com/file/d/sample365,0.87,757,U9876543210,Alice
2025-04-29 14:18:19,2025-04-29,202504,INV-2504-0366,Tax Invoice,ปั๊ม ปตท.,0105530020022,Travel,1,product,ตั๋วเครื่องบิน,1,347,347,347,24.29,371.29,https://drive.google.com/file/d/sample366,0.86,474,U1234567890,Bobby
2025-04-29 10:32:58,2025-04-29,202504,INV-2504-0367,Receipt,เน็ตฟลิกซ์,0105557078901,Other,1,product,สมาชิกรายเดือน,4,220,880,880,61.6,941.6,https://drive.google.com/file/d/sample367,0.92,407,U5555555555,Charlie
2025-04-20 16:13:46,2025-04-20,202504,INV-2504-0368,Receipt,แอร์เอเชีย,0105546115112,Travel,1,product,น้ำมันเบนซิน,4,79,316,316,22.12,338.12,https://drive.google.com/file/d/sample368,0.95,613,U5555555555,Charlie
2025-04-25 17:27:07,2025-04-25,202504,INV-2504-0369,Tax Invoice,ทรูมูฟ,0105539026543,Utilities,1,product,ค่าโทรศัพท์,2,495,990,990,69.3,1059.3,https://drive.google.com/file/d/sample369,0.98,322,U5555555555,Charlie
2025-04-05 16:48:46,2025-04-05,202504,INV-2504-0370,Tax Invoice,DTAC,0105536034567,Utilities,1,product,ค่าโทรศัพท์,5,450,2250,2250,157.5,2407.5,https://drive.google.com/file/d/sample370,0.87,899,U5555555555,Charlie
2025-04-14 09:52:22,2025-04-14,202504,INV-2504-0371,Receipt,การไฟฟ้านครหลวง,0994000165456,Utilities,1,product,ค่าโทรศัพท์,1,303,303,303,21.21,324.21,https://drive.google.com/file/d/sample371,0.89,891,U1234567890,Bobby
2025-04-07 09:59:06,2025-04-07,202504,INV-2504-0372,Tax Invoice,โลตัส,0105535021234,Office,1,product,คีย์บอร์ด,1,401,401,401,28.07,429.07,https://drive.google.com/file/d/sample372,0.95,908,U9876543210,Alice
2025-04-26 11:27:01,2025-04-26,202504,INV-2504-0373,Receipt,อิเกีย,0105548023456,Office,1,product,กระดาษ A4,2,20,40,40,2.8,42.8,https://drive.google.com/file/d/sample373,0.92,362,U5555555555,Charlie
2025-04-09 09:38:43,2025-04-09,202504,INV-2504-0374,Tax Invoice,บางจาก,0105528012345,Travel,1,product,น้ำมันดีเซล,5,268,1340,1340,93.8,1433.8,https://drive.google.com/file/d/sample374,0.91,975,U9876543210,Alice
2025-04-04 14:14:01,2025-04-04,202504,INV-2504-0375,Tax Invoice,บิ๊กซี,0105538054321,Food,1,product,ข้าวกระเพราไก่,4,29,116,116,8.12,124.12,https://drive.google.com/file/d/sample375,0.89,905,U5555555555,Charlie
2025-04-15 16:17:46,2025-04-15,202504,INV-2504-0376,Receipt,การไฟฟ้านครหลวง,0994000165456,Utilities,1,product,ค่าโทรศัพท์,2,498,996,996,69.72,1065.72,https://drive.google.com/file/d/sample376,0.98,615,U1234567890,Bobby
2025-04-26 18:15:28,2025-04-26,202504,INV-2504-0377,Tax Invoice,DTAC,0105536034567,Utilities,1,product,ค่าโทรศัพท์,2,459,918,918,64.26,982.26,https://drive.google.com/file/d/sample377,0.93,334,U9876543210,Alice
2025-04-27 10:21:49,2025-04-27,202504,INV-2504-0378,Tax Invoice,เน็ตฟลิกซ์,0105557078901,Other,1,product,ค่าบริการ,4,216,864,864,60.48,924.48,https://drive.google.com/file/d/sample378,0.97,612,U9876543210,Alice
2025-04-11 17:46:14,2025-04-11,202504,INV-2504-0379,Receipt,เฟสบุ๊ค,0105554023456,Marketing,1,product,Google Ads,5,251,1255,1255,87.85,1342.85,https://drive.google.com/file/d/sample379,0.86,726,U5555555555,Charlie
2025-04-30 15:13:56,2025-04-30,202504,INV-2504-0380,Tax Invoice,อิเกีย,0105548023456,Office,1,product,หมึกพิมพ์,5,415,2075,2075,145.25,2220.25,https://drive.google.com/file/d/sample380,0.87,274,U5555555555,Charlie
2025-04-29 10:01:47,2025-04-29,202504,INV-2504-0381,Receipt,เฟสบุ๊ค,0105554023456,Marketing,1,product,Facebook Ads,4,392,1568,1568,109.76,1677.76,https://drive.google.com/file/d/sample381,0.98,887,U1234567890,Bobby
2025-04-21 11:30:09,2025-04-21,202504,INV-2504-0382,Tax Invoice,บิ๊กซี,0105538054321,Food,1,product,ไก่ทอด,1,331,331,331,23.17,354.17,https://drive.google.com/file/d/sample382,0.99,818,U9876543210,Alice
2025-04-06 10:36:40,2025-04-06,202504,INV-2504-0383,Tax Invoice,บิ๊กซี,0105538054321,Food,1,product,พิซซ่า,1,345,345,345,24.15,369.15,https://drive.google.com/file/d/sample383,0.97,732,U1234567890,Bobby
2025-04-04 16:27:10,2025-04-04,202504,INV-2504-0384,Receipt,กูเกิ้ล,0105552012345,Marketing,1,product,LINE Ads,1,387,387,387,27.09,414.09,https://drive.google.com/file/d/sample384,0.93,371,U1234567890,Bobby
2025-04-17 12:43:30,2025-04-17,202504,INV-2504-0385,Receipt,บิ๊กซี,0105538054321,Food,1,product,ก๋วยเตี๋ยว,2,209,418,418,29.26,447.26,https://drive.google.com/file/d/sample385,0.87,578,U9876543210,Alice
2025-04-28 14:24:46,2025-04-28,202504,INV-2504-0386,Receipt,ไมโครซอฟท์,0105548012345,Office,1,product,เก้าอี้สำนักงาน,2,91,182,182,12.74,194.74,https://drive.google.com/file/d/sample386,0.86,568,U1234567890,Bobby
2025-04-12 10:40:23,2025-04-12,202504,INV-2504-0387,Tax Invoice,ทรูมูฟ,0105539026543,Utilities,1,product,ค่าน้ำ,1,127,127,127,8.89,135.89,https://drive.google.com/file/d/sample387,0.92,632,U5555555555,Charlie
2025-04-03 14:02:38,2025-04-03,202504,INV-2504-0388,Receipt,โฮมโปร,0105540098765,Office,1,product,เมาส์,2,266,532,532,37.24,569.24,https://drive.google.com/file/d/sample388,0.88,427,U1234567890,Bobby
2025-04-05 14:01:14,2025-04-05,202504,INV-2504-0389,Tax Invoice,ปั๊ม ปตท.,0105530020022,Travel,1,product,น้ำมันดีเซล,3,443,1329,1329,93.03,1422.03,https://drive.google.com/file/d/sample389,0.91,991,U5555555555,Charlie
2025-04-03 14:01:10,2025-04-03,202504,INV-2504-0390,Receipt,แอร์เอเชีย,0105546115112,Travel,1,product,ตั๋วเครื่องบิน,5,138,690,690,48.3,738.3,https://drive.google.com/file/d/sample390,0.89,403,U9876543210,Alice
2025-04-27 12:58:33,2025-04-27,202504,INV-2504-0391,Receipt,DTAC,0105536034567,Utilities,1,product,ค่าอินเทอร์เน็ต,5,153,765,765,53.55,818.55,https://drive.google.com/file/d/sample391,0.93,519,U9876543210,Alice
2025-04-30 18:37:57,2025-04-30,202504,INV-2504-0392,Tax Invoice,การไฟฟ้านครหลวง,0994000165456,Utilities,1,product,ค่าโทรศัพท์,4,362,1448,1448,101.36,1549.36,https://drive.google.com/file/d/sample392,0.87,518,U1234567890,Bobby
2025-04-22 15:06:38,2025-04-22,202504,INV-2504-0393,Receipt,เน็ตฟลิกซ์,0105557078901,Other,1,product,ค่าบริการ,3,519,1557,1557,108.99,1665.99,https://drive.google.com/file/d/sample393,0.97,399,U5555555555,Charlie
2025-04-10 15:35:40,2025-04-10,202504,INV-2504-0394,Tax Invoice,การไฟฟ้านครหลวง,0994000165456,Utilities,1,product,ค่าไฟฟ้า,1,332,332,332,23.24,355.24,https://drive.google.com/file/d/sample394,0.93,313,U5555555555,Charlie
2025-04-05 13:37:07,2025-04-05,202504,INV-2504-0395,Tax Invoice,ปั๊ม ปตท.,0105530020022,Travel,1,product,น้ำมันเบนซิน,4,45,180,180,12.6,192.6,https://drive.google.com/file/d/sample395,0.96,888,U9876543210,Alice
2025-04-23 13:18:34,2025-04-23,202504,INV-2504-0396,Tax Invoice,แมคโดนัลด์,0105537045678,Food,1,product,ข้าวหน้าเนื้อ,2,25,50,50,3.5,53.5,https://drive.google.com/file/d/sample396,0.89,356,U1234567890,Bobby
2025-04-07 12:57:44,2025-04-07,202504,INV-2504-0397,Tax Invoice,โฮมโปร,0105540098765,Office,1,product,หมึกพิมพ์,3,397,1191,1191,83.37,1274.37,https://drive.google.com/file/d/sample397,0.95,480,U9876543210,Alice
2025-04-29 10:25:04,2025-04-29,202504,INV-2504-0398,Tax Invoice,สตาร์บัคส์,0105542098765,Food,1,product,พิซซ่า,1,397,397,397,27.79,424.79,https://drive.google.com/file/d/sample398,0.92,591,U5555555555,Charlie
2025-04-19 15:36:57,2025-04-19,202504,INV-2504-0399,Receipt,ลาซาด้า,0105556089012,Office,1,product,เมาส์,5,416,2080,2080,145.6,2225.6,https://drive.google.com/file/d/sample399,0.91,772,U5555555555,Charlie
2025-04-18 17:10:28,2025-04-18,202504,INV-2504-0400,Tax Invoice,KFC,0105536078901,Food,1,product,สเต็ก,5,367,1835,1835,128.45,1963.45,https://drive.google.com/file/d/sample400,0.99,403,U5555555555,Charlie
2025-05-18 18:51:38,2025-05-18,202505,INV-2505-0401,Receipt,บางจาก,0105528012345,Travel,1,product,ค่าแท็กซี่,5,100,500,500,35,535,https://drive.google.com/file/d/sample401,0.96,719,U5555555555,Charlie
2025-05-24 09:05:35,2025-05-24,202505,INV-2505-0402,Tax Invoice,MK สุกี้,0105532045678,Food,1,product,พิซซ่า,3,230,690,690,48.3,738.3,https://drive.google.com/file/d/sample402,0.85,520,U1234567890,Bobby
